CountryCode,SeriesCode,DESCRIPTION
FIN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Including Åland Islands.
FIN,SP.ADO.TFRT,Including Åland Islands.
FIN,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
FIN,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
FIN,SP.DYN.CBRT.IN,Data sources : Eurostat
FIN,SP.DYN.CDRT.IN,Data sources : Eurostat
FIN,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Finland"
FIN,SP.DYN.LE00.IN,Derived using male and female life expectancy
FIN,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Finland"
FIN,SP.DYN.TFRT.IN,"Data sources : Eurostat, Statistics Finland"
FIN,SP.DYN.TO65.FE.ZS,Including Åland Islands.
FIN,SP.DYN.TO65.MA.ZS,Including Åland Islands.
FIN,SP.POP.GROW,"Data sources: Eurostat, Statistics Finland, Council of Europe, United Nations Population and Vital Statistics Report"
FIN,SP.POP.TOTL,"Data sources: Eurostat, Statistics Finland, Council of Europe, United Nations Population and Vital Statistics Report"
FJI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2011 are based on reports provided by the country. Short-term debt for 2011 is based on data from the BIS.
FJI,SM.POP.NETM,Data sources : United Nations World Population Prospects
FJI,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
FJI,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
FJI,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
FJI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.LE00.IN,Derived using male and female life expectancy
FJI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
FJI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
FJI,SP.POP.GROW,Data sources: United Nations World Population Prospects
FJI,SP.POP.TOTL,Data sources: United Nations World Population Prospects
FRA,SM.POP.NETM,"Data sources and note : United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
FRA,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
FRA,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
FRA,SP.DYN.CBRT.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.CDRT.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.LE00.FE.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.LE00.IN,Derived using male and female life expectancy
FRA,SP.DYN.LE00.MA.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.DYN.TFRT.IN,"Data sources and note : Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion."
FRA,SP.POP.0014.TO.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRA,SP.POP.1564.TO.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRA,SP.POP.65UP.TO.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRA,SP.POP.GROW,"Data sources: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion."
FRA,SP.POP.TOTL,"Data sources: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion."
FRA,SP.POP.TOTL.FE.ZS,"Including the four French overseas departments (French Guyana, Guadeloupe, Martinique and Réunion)"
FRO,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
FRO,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
FRO,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
FRO,SP.DYN.LE00.FE.IN,Data sources : Statistics Faroe Islands
FRO,SP.DYN.LE00.IN,Derived using male and female life expectancy
FRO,SP.DYN.LE00.MA.IN,Data sources : Statistics Faroe Islands
FRO,SP.POP.GROW,Data sources: United Nations World Population Prospects
FRO,SP.POP.TOTL,Data sources: United Nations World Population Prospects
FSM,NE.CON.PRVT.PP.CD,Estimates are based on regression.
FSM,NE.CON.PRVT.PP.KD,Estimates are based on regression.
FSM,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
FSM,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
FSM,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
FSM,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
FSM,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
FSM,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
FSM,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
FSM,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
FSM,PA.NUS.PPP,Estimates are based on regression.
FSM,PA.NUS.PPPC.RF,Estimates are based on regression.
FSM,PA.NUS.PRVT.PP,Estimates are based on regression.
FSM,SM.POP.NETM,Data sources : United Nations World Population Prospects
FSM,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. The estimates for the Federated States of Micronesia reflect, to the extent possible, all persons born outside their territory."
FSM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
FSM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
FSM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.LE00.IN,Derived using male and female life expectancy
FSM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
FSM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
FSM,SP.POP.GROW,Data sources: United Nations World Population Prospects
FSM,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GAB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS. Data include the effects of Paris Club debt buyback agreement signed in 2007.
GAB,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
GAB,SM.POP.NETM,Data sources : United Nations World Population Prospects
GAB,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
GAB,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GAB,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GAB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.LE00.IN,Derived using male and female life expectancy
GAB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GAB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GAB,SP.POP.GROW,Data sources: United Nations World Population Prospects
GAB,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GBR,SM.POP.NETM,Data sources : United Nations World Population Prospects
GBR,SM.POP.REFG,UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.
GBR,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
GBR,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
GBR,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
GBR,SP.DYN.CBRT.IN,Data sources : Eurostat
GBR,SP.DYN.CDRT.IN,Data sources : Eurostat
GBR,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, National Statistics"
GBR,SP.DYN.LE00.IN,Derived using male and female life expectancy
GBR,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, National Statistics"
GBR,SP.DYN.TFRT.IN,Data sources : Eurostat
GBR,SP.POP.GROW,Data sources: Eurostat
GBR,SP.POP.TOTL,Data sources: Eurostat
GEO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2011 are based on reports provided by the country. Short-term debt data for 2011 are sourced by the Quarterly External Debt Statistics database (www.worldbank.org/qeds).
GEO,EN.POP.DNST,Excludes Abkhazia and South Ossetia.
GEO,NE.CON.PRVT.PC.KD,Excludes Abkhazia and South Ossetia.
GEO,NE.CON.PRVT.PC.KD.ZG,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.CD,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.CN,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.KD,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.KD.ZG,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.KN,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.PP.CD,Excludes Abkhazia and South Ossetia.
GEO,NY.GDP.PCAP.PP.KD,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.CD,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.CN,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.KD,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.KD.ZG,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.KN,Excludes Abkhazia and South Ossetia.
GEO,NY.GNP.PCAP.PP.CD,Excludes Abkhazia and South Ossetia.
GEO,SG.GEN.PARL.ZS,"Elections were held in November 2003. However, on 25 November 2003, the election results were annulled by the Supreme Court of Georgia. New elections will be held in March 2004."
GEO,SH.XPD.EXTR.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.OOPC.TO.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.OOPC.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.PCAP,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure. Changes for per capita values are due to fluctuations in the US$ exchange rates."
GEO,SH.XPD.PCAP.PP.KD,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.PRIV.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.PUBL,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.PUBL.GX.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.PUBL.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SH.XPD.TOTL.ZS,"As a result of recent health-care reforms in Georgia, public compulsory insurance has since 2007 been implemented by private insurance companies. The voucher cost of this insurance is treated as general government health expenditure."
GEO,SM.POP.NETM,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
GEO,SP.ADO.TFRT,Including Abkhazia and South Ossetia.
GEO,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.CBRT.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.CDRT.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.LE00.FE.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.LE00.IN,Derived using male and female life expectancy
GEO,SP.DYN.LE00.MA.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.TFRT.IN,Data sources and note : United Nations World Population Prospects. Including Abkhazia and South Ossetia.
GEO,SP.DYN.TO65.FE.ZS,Including Abkhazia and South Ossetia.
GEO,SP.DYN.TO65.MA.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.0014.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.1564.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.65UP.TO.ZS,Including Abkhazia and South Ossetia.
GEO,SP.POP.DPND,Including Abkhazia and South Ossetia.
GEO,SP.POP.DPND.OL,Including Abkhazia and South Ossetia.
GEO,SP.POP.DPND.YG,Including Abkhazia and South Ossetia.
GEO,SP.POP.GROW,Data sources: GeoStats. GeoStats. Adjusted to mid-year population using geometric mean for the years where mid-year population figures are not available. Excluding Abkhazia and South Ossetia.
GEO,SP.POP.TOTL,Data sources: GeoStats. GeoStats. Adjusted to mid-year population using geometric mean for the years where mid-year population figures are not available. Excluding Abkhazia and South Ossetia.
GEO,SP.POP.TOTL.FE.ZS,Excluding Abkhazia and South Ossetia.
GHA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS. Data include the effects of MDRI debt relief.
GHA,SM.POP.NETM,Data sources : United Nations World Population Prospects
GHA,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
GHA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GHA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GHA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.LE00.IN,Derived using male and female life expectancy
GHA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GHA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GHA,SP.POP.GROW,Data sources: United Nations World Population Prospects
GHA,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GIN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are World Bank staff estimates based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
GIN,SG.GEN.PARL.ZS,The parliament was dissolved following the December 2008 coup
GIN,SM.POP.NETM,Data sources : United Nations World Population Prospects
GIN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
GIN,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GIN,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GIN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.LE00.IN,Derived using male and female life expectancy
GIN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GIN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GIN,SP.POP.GROW,Data sources: United Nations World Population Prospects
GIN,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GMB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
GMB,SM.POP.NETM,Data sources : United Nations World Population Prospects
GMB,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
GMB,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GMB,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GMB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.LE00.IN,Derived using male and female life expectancy
GMB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GMB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GMB,SP.POP.GROW,Data sources: United Nations World Population Prospects
GMB,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GNB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
GNB,SH.XPD.EXTR.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.OOPC.TO.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.OOPC.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PCAP,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PCAP.PP.KD,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PRIV.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PUBL,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PUBL.GX.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.PUBL.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SH.XPD.TOTL.ZS,"Some estimates should be viewed with caution as these are derived from scarce data. Government expenditures show fluctuations due to variations in capital investment. Private-sector fluctuations are due to the large share of NGOs, which are linked to external funding."
GNB,SM.POP.NETM,Data sources : United Nations World Population Prospects
GNB,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
GNB,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GNB,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GNB,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.LE00.IN,Derived using male and female life expectancy
GNB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GNB,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GNB,SP.POP.GROW,Data sources: United Nations World Population Prospects
GNB,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GNQ,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. Increases in government expenditure on health are due to investment in capital expenditures.
GNQ,SM.POP.NETM,Data sources : United Nations World Population Prospects
GNQ,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
GNQ,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GNQ,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GNQ,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.LE00.IN,Derived using male and female life expectancy
GNQ,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GNQ,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GNQ,SP.POP.GROW,Data sources: United Nations World Population Prospects
GNQ,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GRC,SM.POP.NETM,Data sources : United Nations World Population Prospects
GRC,SM.POP.REFG,UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.
GRC,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
GRC,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
GRC,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
GRC,SP.DYN.CBRT.IN,Data sources : Eurostat
GRC,SP.DYN.CDRT.IN,Data sources : Eurostat
GRC,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
GRC,SP.DYN.LE00.IN,Derived using male and female life expectancy
GRC,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
GRC,SP.DYN.TFRT.IN,Data sources : Eurostat
GRC,SP.POP.GROW,"Data sources: Eurostat, Council of Europe"
GRC,SP.POP.TOTL,"Data sources: Eurostat, Council of Europe"
GRD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS.
GRD,NE.CON.PRVT.PP.CD,Estimates are based on regression.
GRD,NE.CON.PRVT.PP.KD,Estimates are based on regression.
GRD,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
GRD,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
GRD,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
GRD,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
GRD,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
GRD,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
GRD,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
GRD,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
GRD,PA.NUS.PPP,Estimates are based on regression.
GRD,PA.NUS.PPPC.RF,Estimates are based on regression.
GRD,PA.NUS.PRVT.PP,Estimates are based on regression.
GRD,SM.POP.NETM,Data sources : United Nations World Population Prospects
GRD,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
GRD,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
GRD,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
GRD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.LE00.IN,Derived using male and female life expectancy
GRD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
GRD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
GRD,SP.POP.GROW,Data sources: United Nations World Population Prospects
GRD,SP.POP.TOTL,Data sources: United Nations World Population Prospects
GRL,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
GRL,SP.DYN.AMRT.FE,Data source : Statistics Greenland
GRL,SP.DYN.AMRT.MA,Data source : Statistics Greenland
GRL,SP.DYN.CBRT.IN,Data sources : Statistics Greenland
GRL,SP.DYN.CDRT.IN,Data sources : Statistics Greenland
GRL,SP.DYN.LE00.FE.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report"
GRL,SP.DYN.LE00.IN,Derived using male and female life expectancy
GRL,SP.DYN.LE00.MA.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report"
GRL,SP.DYN.TFRT.IN,"Data sources : Statistics Greenland, United Nations Population and Vital Statistics Report"
GRL,SP.POP.GROW,Data sources: Statistics Greenland
GRL,SP.POP.TOTL,Data sources: Statistics Greenland
GTM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2011 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2011 is based on data from the BIS.
